epoch,lr-AdamW,remote_inlier@1,remote_inlier@10,remote_inlier@3,remote_inlier@5,remote_mean_error,remote_mean_matches,remote_median_error,remote_num_matches,remote_num_pairs,remote_pair_inlier@1,remote_pair_inlier@10,remote_pair_inlier@3,remote_pair_inlier@5,remote_pitch_inlier@5,remote_pitch_median_error,remote_pitch_num_pairs,remote_roll_inlier@5,remote_roll_median_error,remote_roll_num_pairs,remote_scale_inlier@5,remote_scale_median_error,remote_scale_num_pairs,remote_translation_inlier@5,remote_translation_median_error,remote_translation_num_pairs,remote_yaw_inlier@5,remote_yaw_median_error,remote_yaw_num_pairs,step,train/forward_time_epoch,train/forward_time_step,train/loss_c_epoch,train/loss_c_step,train/loss_epoch,train/loss_f_epoch,train/loss_f_step,train/loss_rf_epoch,train/loss_rf_step,train/loss_step,train/num_matches_epoch,train/num_matches_step
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205999,,0.09305450320243835,,0.004117538686841726,,,0.05951802432537079,,0.0020477804355323315,0.05377973988652229,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206049,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206049,,0.0946333259344101,,0.00258181756362319,,,0.05076447129249573,,0.0007576654898002744,0.04395106062293053,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206099,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206099,,0.09253159910440445,,0.004246518015861511,,,0.06577709317207336,,0.0009063658071681857,0.057774558663368225,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206149,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206149,,0.09375600516796112,,0.006422129925340414,,,0.06301768124103546,,0.0009786088485270739,0.05781488120555878,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206199,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206199,,0.09262457489967346,,0.0036880895495414734,,,0.07239361107349396,,0.0011588832130655646,0.06276186555624008,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206249,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206249,,0.09563703835010529,,0.0034590940922498703,,,0.08096383512020111,,0.001708655385300517,0.06993882358074188,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206299,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206299,,0.09350800514221191,,0.003615123685449362,,,0.07988457381725311,,0.005334183573722839,0.07285697013139725,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206349,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206349,,0.09291769564151764,,0.00453722570091486,,,0.06973646581172943,,0.0013693171786144376,0.06169571727514267,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206399,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206399,,0.09297305345535278,,0.0028402069583535194,,,0.09117959439754486,,0.0028071373235434294,0.07859101891517639,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206449,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206449,,0.09289456158876419,,0.005665453616529703,,,0.07039365917444229,,0.000971892848610878,0.06295227259397507,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206499,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206499,,0.09395088255405426,,0.003526682499796152,,,0.10762564092874527,,0.001842539757490158,0.09146973490715027,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206549,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206549,,0.09285351634025574,,0.006000530440360308,,,0.06967378407716751,,0.0010723576415330172,0.06281191855669022,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206599,,,,,,,,,,,,
