epoch,lr-AdamW,remote_inlier@1,remote_inlier@10,remote_inlier@3,remote_inlier@5,remote_mean_error,remote_mean_matches,remote_median_error,remote_mixed_inlier@5,remote_mixed_median_error,remote_mixed_num_pairs,remote_num_matches,remote_num_pairs,remote_pair_inlier@1,remote_pair_inlier@10,remote_pair_inlier@3,remote_pair_inlier@5,step,train/forward_time_epoch,train/forward_time_step,train/loss_c_epoch,train/loss_c_step,train/loss_epoch,train/loss_f_epoch,train/loss_f_step,train/loss_rf_epoch,train/loss_rf_step,train/loss_step,train/num_matches_epoch,train/num_matches_step
47,,,,,,,,,,,,,,,,,,59749,,0.09050717204809189,,2.737285614013672,,,2.0607080459594727,,0.4996013641357422,4.885453224182129,,6144.0
,2.3437500000000002e-06,,,,,,,,,,,,,,,,,59799,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,59799,,0.09025126695632935,,3.042172908782959,,,2.0600311756134033,,0.5062878131866455,5.19648551940918,,6144.0
,2.3437500000000002e-06,,,,,,,,,,,,,,,,,59849,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,59849,,0.09115033596754074,,2.8308722972869873,,,2.062901258468628,,0.48760920763015747,4.9688029289245605,,6144.0
,2.3437500000000002e-06,,,,,,,,,,,,,,,,,59899,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,59899,,0.09051554650068283,,2.847327470779419,,,2.0608222484588623,,0.5098692774772644,5.00585412979126,,6144.0
,2.3437500000000002e-06,,,,,,,,,,,,,,,,,59949,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,59949,,0.0901816338300705,,2.866201639175415,,,2.061406373977661,,0.4819493889808655,4.9972758293151855,,6144.0
47,,0.0,0.018435703590512276,0.001551519613713026,0.005658483132719994,82.30375671386719,6.24330472946167,76.76214599609375,0.005658483132719994,76.76214599609375,1755.0,10957.0,1755.0,0.0,0.004923064727336168,0.0006651298026554286,0.001270814798772335,59951,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,59951,0.09591633826494217,,2.7500619888305664,,4.9004645347595215,2.0606064796447754,,0.5019157528877258,,,6144.0,
,2.3437500000000002e-06,,,,,,,,,,,,,,,,,59999,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,59999,,0.09051545709371567,,3.0410680770874023,,,2.0607070922851562,,0.5047924518585205,5.194426536560059,,6144.0
,2.3437500000000002e-06,,,,,,,,,,,,,,,,,60049,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,60049,,0.09116876870393753,,2.542017698287964,,,2.06083345413208,,0.5068422555923462,4.697526454925537,,6144.0
,2.3437500000000002e-06,,,,,,,,,,,,,,,,,60099,,,,,,,,,,,,
