epoch,lr-AdamW,model/trainable_parameters,step,train/loss_pp_epoch,train/loss_pp_step,train/peak_memory_gib,train/samples_per_second,val/all_hard_negative_similarity,val/all_margin,val/all_positive_similarity,val/all_r0,val/all_r1,val/loss_pp,val/pitch_hard_negative_similarity,val/pitch_margin,val/pitch_positive_similarity,val/pitch_r0,val/pitch_r1,val/roll_hard_negative_similarity,val/roll_margin,val/roll_positive_similarity,val/roll_r0,val/roll_r1,val/scale_hard_negative_similarity,val/scale_margin,val/scale_positive_similarity,val/scale_r0,val/scale_r1,val/translation_hard_negative_similarity,val/translation_margin,val/translation_positive_similarity,val/translation_r0,val/translation_r1,val/yaw_hard_negative_similarity,val/yaw_margin,val/yaw_positive_similarity,val/yaw_r0,val/yaw_r1,val_r0
1,,,41,,,,,0.999197244644165,-0.14421935379505157,0.8549772500991821,0.004317069426178932,0.0077365306206047535,17.827974319458008,0.9992974400520325,-0.14602941274642944,0.8532687425613403,0.0012126556830480695,0.004078933037817478,0.9991329312324524,-0.13650141656398773,0.8626312017440796,0.007773289456963539,0.011047864332795143,0.9992892146110535,-0.12184801697731018,0.8774386048316956,0.0048678722232580185,0.007823365740478039,0.9991360902786255,-0.191278338432312,0.8078571557998657,0.0010688951006159186,0.005635992623865604,0.9991531372070312,-0.15217818319797516,0.8469737768173218,0.0021686272229999304,0.006308733485639095,0.004317069426178932
1,,6816.0,41,18.464733123779297,,0.21320390701293945,4.214902877807617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.5750000000000013e-05,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,42,,17.743297576904297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,43,,17.67887306213379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,44,,18.147024154663086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,45,,18.71122932434082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,46,,17.70817756652832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,47,,18.634868621826172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,48,,16.266334533691406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,49,,17.64484214782715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,50,,18.67635154724121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,51,,18.610694885253906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,52,,17.850072860717773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,53,,17.83074378967285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,54,,17.68807601928711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,55,,18.424592971801758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,56,,18.025390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,57,,18.961345672607422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,58,,17.435243606567383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,59,,18.308794021606445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,60,,17.98853874206543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,61,,17.765127182006836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,62,,18.759183883666992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,62,,,,,0.9992485046386719,-0.1364763081073761,0.8627713918685913,0.004242268856614828,0.007832703180611134,17.623302459716797,0.9993316531181335,-0.1381416618824005,0.8611888289451599,0.0013228971511125565,0.004630140028893948,0.9991872310638428,-0.12911826372146606,0.8700679540634155,0.007650875486433506,0.011047864332795143,0.9993428587913513,-0.11527512222528458,0.8840684294700623,0.00463606882840395,0.007765415124595165,0.9991907477378845,-0.181161031126976,0.8180276155471802,0.0010688951006159186,0.006121853832155466,0.9992132186889648,-0.14411360025405884,0.8550986647605896,0.002102911239489913,0.005980153568089008,0.004242268856614828
2,,6816.0,62,17.97783851623535,,0.44941186904907227,4.22495174407959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
